"Compound","Dose","Cell line","DepMap ID","Culture","Pool","Vehicle","log2 fold-change","Viability"
"AZ-628","0.04115","BICR6_UPPER_AERODIGESTIVE_TRACT","ACH-000415","PR500","P119","DMSO","0.109","1.08"
"AZ-628","0.04115","JOPACA1_PANCREAS","ACH-001353","PR300","P121","DMSO","0.112","1.08"
"AZ-628","0.04115","PEA1_OVARY","ACH-001628","PR300","P123","DMSO","0.117","1.08"
"AZ-628","0.04115","OZ_BILIARY_TRACT","ACH-001855","PR300","P123","DMSO","0.107","1.08"
"AZ-628","0.04115","DAOY_CENTRAL_NERVOUS_SYSTEM","ACH-000211","PR300","P945.PRN3","DMSO","0.109","1.08"
"AZ-628","0.04115","OVKATE_OVARY","ACH-000443","PR300","P949.PRN3","DMSO","0.107","1.08"
"AZ-628","0.04115","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000714","PR300","P953.PRN.2","DMSO","0.109","1.08"
"AZ-628","0.004572","786O_KIDNEY","ACH-000649","PR500","P104","DMSO","0.109","1.08"
"AZ-628","0.004572","SNU245_BILIARY_TRACT","ACH-000268","PR500","P106","DMSO","0.114","1.08"
"AZ-628","0.004572","TT_OESOPHAGUS","ACH-000561","PR500","P110","DMSO","0.108","1.08"
"AZ-628","0.004572","SNU308_BILIARY_TRACT","ACH-000141","PR500","P118","DMSO","0.111","1.08"
"AZ-628","0.004572","KON_UPPER_AERODIGESTIVE_TRACT","ACH-001542","PR300","P122","DMSO","0.109","1.08"
"AZ-628","0.004572","MDAPCA2B_PROSTATE","ACH-000952","PR300","P126","DMSO","0.117","1.08"
"AZ-628","10.0","HCT15_LARGE_INTESTINE","ACH-000997","PR500","P104","DMSO","0.126","1.09"
"AZ-628","10.0","ZR751_BREAST","ACH-000097","PR500","P115","DMSO","0.13","1.09"
"AZ-628","10.0","HKA1_SKIN","ACH-001521","PR300","P124","DMSO","0.127","1.09"
"AZ-628","10.0","NCIH1341_LUNG","ACH-000129","PR300","P953.PRN.2","DMSO","0.13","1.09"
"AZ-628","10.0","U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000626","PR300","P955.PRN.2","DMSO","0.123","1.09"
"AZ-628","1.111","YD15_SALIVARY_GLAND","ACH-000836","PR500","P101","DMSO","0.128","1.09"
"AZ-628","1.111","PECAPJ15_UPPER_AERODIGESTIVE_TRACT","ACH-000619","PR500","P103","DMSO","0.127","1.09"
"AZ-628","1.111","MFE296_ENDOMETRIUM","ACH-000879","PR500","P105","DMSO","0.119","1.09"
"AZ-628","1.111","SNU761_LIVER","ACH-000537","PR500","P107","DMSO","0.127","1.09"
"AZ-628","1.111","NCIH1355_LUNG","ACH-000666","PR500","P110","DMSO","0.12","1.09"
"AZ-628","1.111","HCC1428_BREAST","ACH-000352","PR500","P117","DMSO","0.126","1.09"
"AZ-628","1.111","BICR18_UPPER_AERODIGESTIVE_TRACT","ACH-000992","PR300","P946.PRN3","DMSO","0.121","1.09"
"AZ-628","1.111","SKES1_BONE","ACH-000087","PR300","P946.PRN3","DMSO","0.125","1.09"
"AZ-628","1.111","KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000815","PR300","P953.PRN.2","DMSO","0.119","1.09"
"AZ-628","3.333","GCIY_STOMACH","ACH-000047","PR500","P105","DMSO","0.128","1.09"
"AZ-628","3.333","HSC2_UPPER_AERODIGESTIVE_TRACT","ACH-000472","PR500","P109","DMSO","0.12","1.09"
"AZ-628","3.333","OVKATE_OVARY","ACH-000443","PR300","P949.PRN3","DMSO","0.122","1.09"
"AZ-628","3.333","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000122","PR300","P954.PRN.2","DMSO","0.118","1.09"
"AZ-628","0.1235","YD38_UPPER_AERODIGESTIVE_TRACT","ACH-000762","PR500","P102","DMSO","0.129","1.09"
"AZ-628","0.1235","CORL23_LUNG","ACH-000662","PR500","P107","DMSO","0.128","1.09"
"AZ-628","0.1235","VMRCRCZ_KIDNEY","ACH-000171","PR500","P114","DMSO","0.119","1.09"
"AZ-628","0.1235","RCC10RGB_KIDNEY","ACH-000189","PR500","P119","DMSO","0.121","1.09"
"AZ-628","0.1235","NCIH647_LUNG","ACH-000378","PR300","P948.PRN3","DMSO","0.122","1.09"
"AZ-628","0.1235","KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000053","PR300","P950.PRN.2","DMSO","0.119","1.09"
"AZ-628","0.1235","BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001450","PR300","P952.PRN.2","DMSO","0.126","1.09"
"AZ-628","0.1235","NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000168","PR300","P954.PRN.2","DMSO","0.127","1.09"
"AZ-628","0.1235","CORL88_LUNG","ACH-000508","PR300","P954.PRN.2","DMSO","0.119","1.09"
"AZ-628","0.1235","KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000193","PR300","P955.PRN.2","DMSO","0.13","1.09"
"AZ-628","0.3704","PK1_PANCREAS","ACH-000307","PR500","P106","DMSO","0.123","1.09"
"AZ-628","0.3704","J82_URINARY_TRACT","ACH-000396","PR500","P108","DMSO","0.125","1.09"
"AZ-628","0.3704","U2OS_BONE","ACH-000364","PR500","P111","DMSO","0.13","1.09"
"AZ-628","0.3704","U251MG_CENTRAL_NERVOUS_SYSTEM","ACH-000232","PR500","P111","DMSO","0.127","1.09"
"AZ-628","0.3704","SNU668_STOMACH","ACH-000344","PR500","P112","DMSO","0.126","1.09"
"AZ-628","0.3704","KNS60_CENTRAL_NERVOUS_SYSTEM","ACH-000445","PR500","P112","DMSO","0.124","1.09"
"AZ-628","0.3704","T47D_BREAST","ACH-000147","PR500","P114","DMSO","0.129","1.09"
"AZ-628","0.3704","MFE319_ENDOMETRIUM","ACH-000988","PR500","P118","DMSO","0.122","1.09"
"AZ-628","0.3704","HEC1_ENDOMETRIUM","ACH-001517","PR300","P122","DMSO","0.131","1.09"
"AZ-628","0.3704","H357_UPPER_AERODIGESTIVE_TRACT","ACH-001509","PR300","P125","DMSO","0.118","1.09"
"AZ-628","0.3704","UMRC7_KIDNEY","ACH-001688","PR300","P126","DMSO","0.13","1.09"
"AZ-628","0.3704","SNU489_CENTRAL_NERVOUS_SYSTEM","ACH-000543","PR300","P946.PRN3","DMSO","0.125","1.09"
"AZ-628","0.3704","SCLC21H_LUNG","ACH-000659","PR300","P952.PRN.2","DMSO","0.128","1.09"
"AZ-628","0.3704","COLO320_LARGE_INTESTINE","ACH-000202","PR300","P956.PRN.2","DMSO","0.125","1.09"
"AZ-628","0.01372","IGROV1_OVARY","ACH-000966","PR500","P104","DMSO","0.119","1.09"
"AZ-628","0.01372","TE11_OESOPHAGUS","ACH-000488","PR500","P105","DMSO","0.126","1.09"
"AZ-628","0.01372","CAL29_URINARY_TRACT","ACH-000142","PR500","P107","DMSO","0.118","1.09"
"AZ-628","0.01372","COLO679_SKIN","ACH-000805","PR500","P108","DMSO","0.127","1.09"
"AZ-628","0.01372","NCIH2172_LUNG","ACH-000924","PR500","P108","DMSO","0.127","1.09"
"AZ-628","0.01372","T98G_CENTRAL_NERVOUS_SYSTEM","ACH-000571","PR500","P109","DMSO","0.121","1.09"
"AZ-628","0.01372","SNB75_CENTRAL_NERVOUS_SYSTEM","ACH-000504","PR500","P110","DMSO","0.123","1.09"
"AZ-628","0.01372","U2OS_BONE","ACH-000364","PR500","P111","DMSO","0.12","1.09"
"AZ-628","0.01372","KYSE410_OESOPHAGUS","ACH-000809","PR500","P111","DMSO","0.126","1.09"
"AZ-628","0.01372","NCIH522_LUNG","ACH-000343","PR500","P114","DMSO","0.125","1.09"
"AZ-628","0.01372","HS852T_SKIN","ACH-000274","PR500","P114","DMSO","0.127","1.09"
"AZ-628","0.01372","JHOS2_OVARY","ACH-000132","PR500","P114","DMSO","0.128","1.09"
"AZ-628","0.01372","KYM1_SOFT_TISSUE","ACH-000607","PR300","P945.PRN3","DMSO","0.123","1.09"
"AZ-628","0.01372","KE39_STOMACH","ACH-000507","PR300","P948.PRN3","DMSO","0.124","1.09"
"AZ-628","0.01372","JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000653","PR300","P951.PRN.2","DMSO","0.126","1.09"
"AZ-628","0.01372","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000061","PR300","P952.PRN.2","DMSO","0.12","1.09"
"AZ-628","0.01372","BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000432","PR300","P953.PRN.2","DMSO","0.126","1.09"
"AZ-628","0.04115","HS944T_SKIN","ACH-000632","PR500","P105","DMSO","0.128","1.09"
"AZ-628","0.04115","SW480_LARGE_INTESTINE","ACH-000842","PR500","P108","DMSO","0.125","1.09"
"AZ-628","0.04115","JMSU1_URINARY_TRACT","ACH-000753","PR500","P110","DMSO","0.122","1.09"
"AZ-628","0.04115","RERFLCMS_LUNG","ACH-000062","PR500","P112","DMSO","0.118","1.09"
"AZ-628","0.04115","TE5_OESOPHAGUS","ACH-000408","PR500","P112","DMSO","0.123","1.09"
"AZ-628","0.04115","HCC56_LARGE_INTESTINE","ACH-000467","PR500","P113","DMSO","0.118","1.09"
"AZ-628","0.04115","ABC1_LUNG","ACH-000528","PR500","P113","DMSO","0.129","1.09"
"AZ-628","0.04115","JAR_PLACENTA","ACH-001529","PR300","P121","DMSO","0.128","1.09"
"AZ-628","0.04115","GCT27_TESTIS","ACH-001502","PR300","P122","DMSO","0.13","1.09"
"AZ-628","0.04115","ICC9_BILIARY_TRACT","ACH-001849","PR300","P122","DMSO","0.118","1.09"
"AZ-628","0.04115","KKU213_BILIARY_TRACT","ACH-001538","PR300","P122","DMSO","0.121","1.09"
"AZ-628","0.04115","SKGT4_OESOPHAGUS","ACH-001654","PR300","P123","DMSO","0.118","1.09"
"AZ-628","0.04115","TGBC1TKB_BILIARY_TRACT","ACH-001861","PR300","P123","DMSO","0.128","1.09"
"AZ-628","0.04115","G292CLONEA141B1_BONE","ACH-000082","PR300","P944.PRN3","DMSO","0.123","1.09"
"AZ-628","0.04115","STM9101_SOFT_TISSUE","ACH-001200","PR300","P944.PRN3","DMSO","0.123","1.09"
"AZ-628","0.04115","143B_BONE","ACH-001001","PR300","P945.PRN3","DMSO","0.127","1.09"
"AZ-628","0.04115","A498_KIDNEY","ACH-000555","PR300","P947.PRN3","DMSO","0.13","1.09"
"AZ-628","0.04115","TE15_OESOPHAGUS","ACH-000353","PR300","P947.PRN3","DMSO","0.129","1.09"
"AZ-628","0.04115","JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000151","PR300","P951.PRN.2","DMSO","0.128","1.09"
"AZ-628","0.004572","NCIH1792_LUNG","ACH-000496","PR500","P115","DMSO","0.125","1.09"
"AZ-628","10.0","647V_URINARY_TRACT","ACH-000896","PR500","P101","DMSO","0.132","1.10"
"AZ-628","10.0","U251MG_CENTRAL_NERVOUS_SYSTEM","ACH-000232","PR500","P111","DMSO","0.136","1.10"
"AZ-628","10.0","SKLMS1_SOFT_TISSUE","ACH-000145","PR300","P122","DMSO","0.143","1.10"
"AZ-628","1.111","TCCPAN2_PANCREAS","ACH-000502","PR500","P110","DMSO","0.141","1.10"
"AZ-628","1.111","CAL51_BREAST","ACH-000856","PR500","P110","DMSO","0.144","1.10"
"AZ-628","1.111","TE10_OESOPHAGUS","ACH-000318","PR500","P118","DMSO","0.134","1.10"
"AZ-628","1.111","HOTHC_THYROID","ACH-002041","PR300","P122","DMSO","0.142","1.10"
"AZ-628","1.111","HCSC1_CERVIX","ACH-001516","PR300","P125","DMSO","0.14","1.10"
"AZ-628","1.111","OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000751","PR300","P950.PRN.2","DMSO","0.143","1.10"
"AZ-628","1.111","MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000006","PR300","P955.PRN.2","DMSO","0.142","1.10"
"AZ-628","3.333","HEC1_ENDOMETRIUM","ACH-001517","PR300","P122","DMSO","0.143","1.10"
"AZ-628","3.333","HDMB03_CENTRAL_NERVOUS_SYSTEM","ACH-001349","PR300","P125","DMSO","0.143","1.10"
"AZ-628","3.333","SW1116_LARGE_INTESTINE","ACH-000489","PR300","P948.PRN3","DMSO","0.14","1.10"
"AZ-628","3.333","SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000373","PR300","P951.PRN.2","DMSO","0.143","1.10"
"AZ-628","0.1235","RKO_LARGE_INTESTINE","ACH-000943","PR500","P101","DMSO","0.137","1.10"
"AZ-628","0.1235","CAL62_THYROID","ACH-000174","PR500","P101","DMSO","0.14","1.10"
"AZ-628","0.1235","KP4_PANCREAS","ACH-000265","PR500","P101","DMSO","0.133","1.10"
"AZ-628","0.1235","TE9_OESOPHAGUS","ACH-000694","PR500","P113","DMSO","0.14","1.10"
"AZ-628","0.1235","OCUG1_BILIARY_TRACT","ACH-001619","PR300","P126","DMSO","0.133","1.10"
"AZ-628","0.1235","CBAGPN_BONE","ACH-001022","PR300","P944.PRN3","DMSO","0.136","1.10"
"AZ-628","0.1235","TC32_BONE","ACH-001205","PR300","P944.PRN3","DMSO","0.136","1.10"
"AZ-628","0.1235","HEPG2_LIVER","ACH-000739","PR300","P948.PRN3","DMSO","0.144","1.10"
"AZ-628","0.1235","NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000938","PR300","P952.PRN.2","DMSO","0.133","1.10"
"AZ-628","0.1235","COGE352_BONE","ACH-001038","PR300","P954.PRN.2","DMSO","0.144","1.10"
"AZ-628","0.3704","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","ACH-000961","PR500","P101","DMSO","0.139","1.10"
"AZ-628","0.3704","OSRC2_KIDNEY","ACH-000159","PR500","P117","DMSO","0.135","1.10"
"AZ-628","0.3704","PK8_PANCREAS","ACH-002039","PR300","P121","DMSO","0.134","1.10"
"AZ-628","0.3704","OZ_BILIARY_TRACT","ACH-001855","PR300","P123","DMSO","0.142","1.10"
"AZ-628","0.3704","RDES_BONE","ACH-000041","PR300","P948.PRN3","DMSO","0.141","1.10"
"AZ-628","0.3704","JL1_PLEURA","ACH-000645","PR300","P949.PRN3","DMSO","0.137","1.10"
"AZ-628","0.3704","HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000914","PR300","P950.PRN.2","DMSO","0.14","1.10"
"AZ-628","0.3704","SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000122","PR300","P954.PRN.2","DMSO","0.14","1.10"
"AZ-628","0.01372","BFTC909_KIDNEY","ACH-000792","PR500","P102","DMSO","0.143","1.10"
"AZ-628","0.01372","HEC1B_ENDOMETRIUM","ACH-000941","PR500","P103","DMSO","0.137","1.10"
"AZ-628","0.01372","HS944T_SKIN","ACH-000632","PR500","P105","DMSO","0.142","1.10"
"AZ-628","0.01372","NCIH358_LUNG","ACH-000860","PR500","P115","DMSO","0.14","1.10"
"AZ-628","0.01372","HEC251_ENDOMETRIUM","ACH-000996","PR500","P117","DMSO","0.132","1.10"
"AZ-628","0.01372","PACADD119_PANCREAS","ACH-001375","PR300","P123","DMSO","0.135","1.10"
"AZ-628","0.01372","CW9019_SOFT_TISSUE","ACH-001050","PR300","P945.PRN3","DMSO","0.132","1.10"
"AZ-628","0.01372","M059K_CENTRAL_NERVOUS_SYSTEM","ACH-000152","PR300","P947.PRN3","DMSO","0.135","1.10"
"AZ-628","0.01372","TANOUE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001669","PR300","P950.PRN.2","DMSO","0.132","1.10"
"AZ-628","0.01372","TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000197","PR300","P955.PRN.2","DMSO","0.132","1.10"
"AZ-628","0.01372","MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000006","PR300","P955.PRN.2","DMSO","0.132","1.10"
"AZ-628","0.01372","AU565_BREAST","ACH-000248","PR300","P956.PRN.2","DMSO","0.131","1.10"
"AZ-628","0.04115","A2780_OVARY","ACH-000657","PR500","P101","DMSO","0.143","1.10"
"AZ-628","0.04115","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","ACH-000961","PR500","P101","DMSO","0.137","1.10"
"AZ-628","0.04115","YD10B_UPPER_AERODIGESTIVE_TRACT","ACH-000723","PR500","P101","DMSO","0.142","1.10"
"AZ-628","0.04115","LS513_LARGE_INTESTINE","ACH-000007","PR500","P103","DMSO","0.135","1.10"
"AZ-628","0.04115","639V_URINARY_TRACT","ACH-000973","PR500","P104","DMSO","0.142","1.10"
"AZ-628","0.04115","PK1_PANCREAS","ACH-000307","PR500","P106","DMSO","0.133","1.10"
"AZ-628","0.04115","MESSA_SOFT_TISSUE","ACH-000449","PR500","P107","DMSO","0.138","1.10"
"AZ-628","0.04115","NCIH1437_LUNG","ACH-000589","PR500","P107","DMSO","0.138","1.10"
"AZ-628","0.04115","HDQP1_BREAST","ACH-000643","PR500","P116","DMSO","0.133","1.10"
"AZ-628","0.04115","H103_UPPER_AERODIGESTIVE_TRACT","ACH-001346","PR300","P121","DMSO","0.141","1.10"
"AZ-628","0.04115","UMUC5_URINARY_TRACT","ACH-001411","PR300","P122","DMSO","0.141","1.10"
"AZ-628","0.04115","CW2_LARGE_INTESTINE","ACH-000998","PR300","P946.PRN3","DMSO","0.132","1.10"
"AZ-628","0.04115","HEPG2_LIVER","ACH-000739","PR300","P948.PRN3","DMSO","0.135","1.10"
"AZ-628","0.04115","AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000838","PR300","P950.PRN.2","DMSO","0.132","1.10"
"AZ-628","0.04115","CHLA57_BONE","ACH-001033","PR300","P954.PRN.2","DMSO","0.138","1.10"
"AZ-628","0.04115","CAL148_BREAST","ACH-000902","PR300","P956.PRN.2","DMSO","0.137","1.10"
"AZ-628","10.0","KMRC1_KIDNEY","ACH-000684","PR500","P106","DMSO","0.148","1.11"
"AZ-628","1.111","SNB75_CENTRAL_NERVOUS_SYSTEM","ACH-000504","PR500","P110","DMSO","0.151","1.11"
"AZ-628","1.111","TE5_OESOPHAGUS","ACH-000408","PR500","P112","DMSO","0.145","1.11"
"AZ-628","1.111","KNS81_CENTRAL_NERVOUS_SYSTEM","ACH-000479","PR500","P117","DMSO","0.15","1.11"
"AZ-628","1.111","C33A_CERVIX","ACH-001333","PR300","P122","DMSO","0.152","1.11"
"AZ-628","1.111","EW8_BONE","ACH-000499","PR300","P944.PRN3","DMSO","0.146","1.11"
"AZ-628","1.111","EFM19_BREAST","ACH-000330","PR300","P948.PRN3","DMSO","0.156","1.11"
"AZ-628","1.111","U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000626","PR300","P955.PRN.2","DMSO","0.149","1.11"
"AZ-628","3.333","G292CLONEA141B1_BONE","ACH-000082","PR300","P944.PRN3","DMSO","0.152","1.11"
"AZ-628","3.333","CORL88_LUNG","ACH-000508","PR300","P954.PRN.2","DMSO","0.15","1.11"
"AZ-628","0.1235","G361_SKIN","ACH-000572","PR500","P101","DMSO","0.149","1.11"
"AZ-628","0.1235","LOVO_LARGE_INTESTINE","ACH-000950","PR500","P109","DMSO","0.145","1.11"
"AZ-628","0.1235","UMUC1_URINARY_TRACT","ACH-000834","PR500","P119","DMSO","0.145","1.11"
"AZ-628","0.1235","KON_UPPER_AERODIGESTIVE_TRACT","ACH-001542","PR300","P122","DMSO","0.149","1.11"
"AZ-628","0.1235","HSC1_SKIN","ACH-001523","PR300","P124","DMSO","0.149","1.11"
"AZ-628","0.1235","UMUC13_URINARY_TRACT","ACH-001407","PR300","P124","DMSO","0.152","1.11"
"AZ-628","0.1235","SHMAC5_PROSTATE","ACH-001649","PR300","P125","DMSO","0.147","1.11"
"AZ-628","0.1235","ICC10_BILIARY_TRACT","ACH-001834","PR300","P126","DMSO","0.154","1.11"
"AZ-628","0.1235","KE39_STOMACH","ACH-000507","PR300","P948.PRN3","DMSO","0.149","1.11"
"AZ-628","0.1235","U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000626","PR300","P955.PRN.2","DMSO","0.156","1.11"
"AZ-628","0.3704","PECAPJ15_UPPER_AERODIGESTIVE_TRACT","ACH-000619","PR500","P103","DMSO","0.153","1.11"
"AZ-628","0.3704","JMSU1_URINARY_TRACT","ACH-000753","PR500","P110","DMSO","0.145","1.11"
"AZ-628","0.3704","HCC56_LARGE_INTESTINE","ACH-000467","PR500","P113","DMSO","0.154","1.11"
"AZ-628","0.3704","TUHR4TKB_KIDNEY","ACH-000495","PR500","P120","DMSO","0.149","1.11"
"AZ-628","0.3704","HEC116_ENDOMETRIUM","ACH-001518","PR300","P121","DMSO","0.151","1.11"
"AZ-628","0.3704","UMRC3_KIDNEY","ACH-001687","PR300","P123","DMSO","0.155","1.11"
"AZ-628","0.3704","SW954_CERVIX","ACH-001400","PR300","P124","DMSO","0.146","1.11"
"AZ-628","0.3704","EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000877","PR300","P950.PRN.2","DMSO","0.145","1.11"
"AZ-628","0.01372","A2780_OVARY","ACH-000657","PR500","P101","DMSO","0.157","1.11"
"AZ-628","0.01372","YD15_SALIVARY_GLAND","ACH-000836","PR500","P101","DMSO","0.148","1.11"
"AZ-628","0.01372","KYSE270_OESOPHAGUS","ACH-000873","PR500","P105","DMSO","0.152","1.11"
"AZ-628","0.01372","OE19_OESOPHAGUS","ACH-000679","PR500","P111","DMSO","0.154","1.11"
"AZ-628","0.01372","NCIH2087_LUNG","ACH-000841","PR500","P115","DMSO","0.156","1.11"
"AZ-628","0.01372","KALS1_CENTRAL_NERVOUS_SYSTEM","ACH-000231","PR500","P117","DMSO","0.154","1.11"
"AZ-628","0.01372","NCIH2170_LUNG","ACH-000481","PR500","P117","DMSO","0.149","1.11"
"AZ-628","0.01372","UBLC1_URINARY_TRACT","ACH-000741","PR500","P120","DMSO","0.151","1.11"
"AZ-628","0.01372","FLO1_OESOPHAGUS","ACH-001500","PR300","P122","DMSO","0.155","1.11"
"AZ-628","0.01372","93T449_SOFT_TISSUE","ACH-001794","PR300","P124","DMSO","0.152","1.11"
"AZ-628","0.01372","TGW_AUTONOMIC_GANGLIA","ACH-001674","PR300","P126","DMSO","0.147","1.11"
"AZ-628","0.01372","HOS_BONE","ACH-000613","PR300","P944.PRN3","DMSO","0.148","1.11"
"AZ-628","0.01372","COGN278_AUTONOMIC_GANGLIA","ACH-001301","PR300","P946.PRN3","DMSO","0.146","1.11"
"AZ-628","0.01372","NCIH441_LUNG","ACH-000638","PR300","P947.PRN3","DMSO","0.153","1.11"
"AZ-628","0.01372","HS683_CENTRAL_NERVOUS_SYSTEM","ACH-000067","PR300","P947.PRN3","DMSO","0.146","1.11"
"AZ-628","0.01372","RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000636","PR300","P950.PRN.2","DMSO","0.148","1.11"
"AZ-628","0.01372","KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000604","PR300","P950.PRN.2","DMSO","0.151","1.11"
"AZ-628","0.01372","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001129","PR300","P955.PRN.2","DMSO","0.151","1.11"
"AZ-628","0.04115","A101D_SKIN","ACH-000008","PR500","P103","DMSO","0.155","1.11"
"AZ-628","0.04115","KYSE270_OESOPHAGUS","ACH-000873","PR500","P105","DMSO","0.156","1.11"
"AZ-628","0.04115","LCLC103H_LUNG","ACH-000627","PR500","P106","DMSO","0.147","1.11"
"AZ-628","0.04115","JHUEM2_ENDOMETRIUM","ACH-000909","PR500","P106","DMSO","0.155","1.11"
"AZ-628","0.04115","G292CLONEA141B1_BONE","ACH-000082","PR500","P108","DMSO","0.154","1.11"
"AZ-628","0.04115","PACADD119_PANCREAS","ACH-001375","PR300","P123","DMSO","0.15","1.11"
"AZ-628","0.04115","SUM149PT_BREAST","ACH-001390","PR300","P124","DMSO","0.149","1.11"
"AZ-628","0.04115","MM127_SKIN","ACH-001563","PR300","P124","DMSO","0.157","1.11"
"AZ-628","0.04115","MB1_THYROID","ACH-001356","PR300","P126","DMSO","0.153","1.11"
"AZ-628","0.04115","MDAMB361_BREAST","ACH-000934","PR300","P949.PRN3","DMSO","0.156","1.11"
"AZ-628","0.04115","MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000918","PR300","P953.PRN.2","DMSO","0.156","1.11"
"AZ-628","0.004572","FTC238_THYROID","ACH-000897","PR500","P104","DMSO","0.154","1.11"
"AZ-628","0.004572","CADOES1_BONE","ACH-000210","PR300","P945.PRN3","DMSO","0.152","1.11"
"AZ-628","10.0","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","ACH-000961","PR500","P101","DMSO","0.161","1.12"
"AZ-628","10.0","PANC0327_PANCREAS","ACH-000139","PR500","P120","DMSO","0.164","1.12"
"AZ-628","10.0","RMSYM_SOFT_TISSUE","ACH-002048","PR300","P123","DMSO","0.158","1.12"
"AZ-628","10.0","MDAPCA2B_PROSTATE","ACH-000952","PR300","P126","DMSO","0.164","1.12"
"AZ-628","10.0","CAL148_BREAST","ACH-000902","PR300","P956.PRN.2","DMSO","0.161","1.12"
"AZ-628","1.111","J82_URINARY_TRACT","ACH-000396","PR500","P108","DMSO","0.166","1.12"
"AZ-628","1.111","HCC15_LUNG","ACH-000878","PR500","P110","DMSO","0.169","1.12"
"AZ-628","1.111","SNU1041_UPPER_AERODIGESTIVE_TRACT","ACH-000618","PR500","P118","DMSO","0.161","1.12"
"AZ-628","1.111","SNU489_CENTRAL_NERVOUS_SYSTEM","ACH-000543","PR300","P946.PRN3","DMSO","0.163","1.12"
"AZ-628","1.111","SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-000656","PR300","P954.PRN.2","DMSO","0.162","1.12"
"AZ-628","3.333","LC1SQSF_LUNG","ACH-001113","PR500","P111","DMSO","0.162","1.12"
"AZ-628","3.333","KNS60_CENTRAL_NERVOUS_SYSTEM","ACH-000445","PR500","P112","DMSO","0.157","1.12"
"AZ-628","3.333","SCC25_UPPER_AERODIGESTIVE_TRACT","ACH-000188","PR500","P118","DMSO","0.158","1.12"
"AZ-628","3.333","RERFLCAD1_LUNG","ACH-000791","PR500","P119","DMSO","0.163","1.12"
"AZ-628","3.333","SSP25_BILIARY_TRACT","ACH-001858","PR300","P122","DMSO","0.159","1.12"
"AZ-628","0.1235","T24_URINARY_TRACT","ACH-000018","PR500","P101","DMSO","0.161","1.12"
"AZ-628","0.1235","PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","ACH-000732","PR500","P106","DMSO","0.168","1.12"
"AZ-628","0.1235","NCIH727_LUNG","ACH-000775","PR500","P115","DMSO","0.163","1.12"
"AZ-628","0.1235","GP5D_LARGE_INTESTINE","ACH-001345","PR300","P125","DMSO","0.162","1.12"
"AZ-628","0.1235","RHJT_SOFT_TISSUE","ACH-001745","PR300","P945.PRN3","DMSO","0.16","1.12"
"AZ-628","0.1235","LNZ308_CENTRAL_NERVOUS_SYSTEM","ACH-000760","PR300","P947.PRN3","DMSO","0.167","1.12"
"AZ-628","0.1235","CAS1_CENTRAL_NERVOUS_SYSTEM","ACH-000464","PR300","P948.PRN3","DMSO","0.17","1.12"
"AZ-628","0.1235","SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","ACH-001642","PR300","P950.PRN.2","DMSO","0.166","1.12"
